brand,product name,class,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,OS,warranty
Asus,Vivobook Go 14 E1404FA-NK543WS Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,Windows 11 OS,1
Asus,Vivobook Go 15 2023 E1504FA-NJ522WS Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1
Asus,Vivobook 15X 2023 K3504VAB-NJ321WS Laptop,B,13th Gen ?Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Integrated Intel UHD Graphics,15.6,Windows 11 OS,1
Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1
Asus,Vivobook 15 X1502ZA-EJ532WS Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,Windows 11 OS,1
Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,2
Asus,Vivobook 16 2023 M1605YA-MB521WS Laptop,B,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,16,Windows 11 OS,1
Asus,Vivobook 15 X1502ZA-EJ523WS Laptop,B,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,Windows 11 OS,1
Asus,Vivobook 16X 2022 M1603QA-MB502WS Laptop,B,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Vega 7,16,Windows 11 OS,1
Asus,Vivobook Go 14 2023 E1404FA-NK542WS Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,Windows 11 OS,1
Asus,VivoBook 14 2022 X1402ZA-MW311WS Laptop,B,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14,Windows 11 OS,1
Asus,Vivobook 16X M1603QA-MB512WS Laptop,B,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 7,16,Windows 11 OS,1
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1
Asus,Vivobook 16X 2022 M1603QA-MB511WS Laptop,B,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 7 Graphics,16,Windows 11 OS,1
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK521WS Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1
Asus,Vivobook 15 X1504ZA-NJ542WS Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,B,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11  OS,1
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop,B,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,Windows 11 OS,2
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,B,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11  OS,1
Asus,TUF Gaming F15 FX506HF-HN024W Gaming Laptop,B,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1
Asus,TUF Gaming F15  FX506HF-HN075W Gaming Laptop,B,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1
Asus,TUF Gaming F17 FX706HF-HX018W Laptop,B,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,17.3,Windows 11 OS,1
Asus,VivoBook 14 2022 X1402ZA-EK521WS Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14,Windows 11 OS,1
Asus,Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,B,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,Windows 11 OS,1
Asus,Vivobook 16X 2022 M1603QA-MB711WS Laptop,B,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 7,16,Windows 11 OS,1
Asus,Vivobook 15 M1502QA-EJ742WS Laptop,B,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon,15.6,Windows OS,2
Asus,TUF Gaming F15 FX506HF-HN076W Gaming Laptop,B,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1
Asus,Vivobook 15X OLED M3504YA-LK552WS Laptop,B,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,3
Asus,TUF Gaming F15 FX506HF-HN026W Gaming Laptop,B,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,2
Asus,TUF Gaming F15 FX506HF-HN025W Gaming Laptop,B,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,2
Asus,Vivobook Pro 15 M6500QF-HN521WS Laptop,B,5th Gen AMD Ryzen 5 5600HS,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,2
Asus,Vivobook 16 2023 M1605YA-MB541WS Laptop,B,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,16,Windows 11 OS,1
Asus,VivoBook F571LH-BQ435T Gaming Laptop,B,10th Gen Intel Core i7 10870H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 10 OS,1
Asus,Vivobook 15 X1502ZA-EJ542WS Laptop,B,12th Gen Intel Core i5 12500H ,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,Windows 11 OS,1
Asus,Vivobook 15 X1502ZA-EJ741WS Laptop,B,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,Windows 11 OS,1
Asus,TUF Gaming F15 FX506HC-HN362WS Gaming Laptop,C,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
Asus,Vivobook 15 2023 X1504VA-NJ544WS Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,2
Asus,Vivobook 15 2023 X1504VA-NJ543WS Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1
Asus,Vivobook Pro 15 M6500QF-HN541WS Creator Laptop,C,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 2050,15.6,Windows 11 OS,1
Asus,TUF Gaming F17 FX706HF-HX019W Laptop,C,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,17.3,Windows 11 OS,1
Asus,Vivobook 16X 2023 K3605ZF-MB541WS Laptop,C,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,16,Windows 11 OS,1
Asus,Vivobook 14X 90NB11H2-M004D0 Laptop,C,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,14,Windows 11 OS,2
Asus,Vivobook 15 2023 X1502VA-NJ541WS Laptop,C,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Integrated Intel iris Xe Graphics,15.6,Windows 11 OS,2
Asus,Vivobook Pro 15 M6500QF-HN741WS  Laptop,C,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,3
Asus,Vivobook S14 Flip TN3402QA-LZ551WS Laptop,C,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,1TB,SSD,AMD Radeon Graphics,14,Windows 11 OS,2
Asus,Vivobook 15X OLED M3504YA-LK752WS Laptop,C,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,Integrated AMD Radeon Graphics,15.6,Windows 11 OS,1
Asus,Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop,C,13th Gen ?Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1
Asus,Vivobook Pro 15 M6500QC-HN551WS Laptop,C,5th Gen AMD Ryzen 5 5600HS,"Hexa Core, 12 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2
Asus,Vivobook 16X K3605ZC-MBN542WS Laptop,C,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,16,Windows 11 OS,1
Asus,Vivobook Pro 15 OLED M6500QC-LK541WS Laptop,C,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 GPU,15.6,Windows 11 OS,2
Asus,Vivobook Pro 15 M6500QC-LK542WS Laptop,C,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
Asus,TUF Gaming F15 FX506HE-HN382W Gaming Laptop,C,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 Ti,15.6,Windows 11 OS,1
Asus,Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop,C,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,Windows 11 OS,2
Asus,Vivobook S14 Flip TN3402QA-LZ751WS Laptop,C,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,AMD Radeon Graphics,14,Windows 11 OS,1
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,C,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2
Asus,Vivobook 16 2023 M1605YA-MB741WS Laptop,C,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,16,Windows 11 OS,2
Asus,Vivobook Pro 15 M6500RC-HN741WS Laptop,C,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
Asus,Vivobook S15 OLED K3502ZA-L501WS Laptop,C,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris XE Graphics,15.6,Windows 11 OS,2
Asus,Vivobook S14 OLED S3402ZA-KM501WS Laptop,C,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,3
Asus,TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop,C,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
Asus,TUF Gaming F17 FX707ZC4-HX067W Gaming Laptop,C,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,17.3,Windows 11 OS,3
Asus,Vivobook Pro 15 OLED M3500QC-L1502WS Gaming Laptop,C,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,C,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2
Asus,Vivobook Pro 15 M6500QC-HN542WS Laptop,C,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2
Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,C,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2
Asus,Vivobook 15X OLED M3504YA-LK741WS Laptop,C,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,Integrated AMD Radeon Graphics,15.6,Windows 11 OS,2
Asus,Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop,C,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,LPDDR4X,1TB,SSD,AMD Radeon AMD,14,Windows 11 OS,2
Asus,Vivobook Pro 15 OLED M6500QC-LK741WS Laptop,C,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
Asus,Vivobook Pro 15 M6500QC-LK742WS Laptop,C,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
Asus,Vivobook 16X 2023 K3605ZC-MB541WS Laptop,C,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,16,Windows 11 OS,1
Asus,Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Intel Iris Xe Graphics,13.3,Windows 11 OS,1
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,C,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
Asus,Vivobook 16 2023 X1605VA-MB947WS Laptop,C,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,16,Windows 11 OS,1
Asus,TUF Gaming A15 2022 FA577RE-HN055WS Gaming Laptop,C,6th Gen AMD Ryzen 7 6800H ,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050 Ti,15.6,Windows 11 OS,3
Asus,Vivobook 16X 2023 K3605ZC-MBN741WS Laptop,C,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,16,Windows 11 OS,1
Asus,Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop,C,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,3
Asus,Vivobook 16X 2023 K3605ZF-MBN741WS Laptop,C,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,16,Windows 11 OS,2
Asus,Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop,C,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
Asus,TUF Gaming F15 FX577ZC-HN192W Gaming Laptop,C,12th Gen Intel Core i7 12700H ,"14 Cores, 20 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2
Asus,ROG Strix G17 G713RC-HX109WS Gaming Laptop,C,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,17.3,Windows 11 OS,2
Asus,Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop,C,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1
Asus,Vivobook 16X 2023 K3605ZC-MBN752WS Laptop,C,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 3050,16,Windows 11 OS,2
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,C,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon AMD,14,Windows 11 OS,1
Asus,ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop,C,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,16,Windows 11 OS,1
Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,C,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX RTX 3050,15.6,Windows 11 OS,3
Asus,Vivobook 14X K3405ZFB-KM752WS Laptop,C,12th Gen Intel Core i7 12650H ,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 2050,14,Windows 11 OS,3
Asus,Vivobook 16X K3605ZU-MB542WS Laptop,C,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,Windows 11 OS,3
Asus,Vivobook 16X K3605ZU-MBN541WS Laptop,C,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,Windows 11 OS,1
Asus,Vivobook 16X 2023 K3605ZU-MB541WS Laptop,C,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,Windows 11 OS,1
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,D,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon AMD,14,Windows 11 OS,2
Asus,TUF Gaming F15 90NR0GW1-M00F00 Laptop,D,12th Gen Intel Core i7 12700H ,20 Threads,16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11  OS,2
Asus,Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop,D,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1
Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,D,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX RTX 3050,15.6,Windows 11 OS,3
Asus,Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop,D,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA Geforce RTX 3050,14,Windows 11 OS,3
Asus,Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop,D,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
Asus,TUF Gaming A15 FA577NU-LP082W Gaming Laptop,D,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,2
Asus,ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop,D,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16,Windows 11 OS,2
Asus,Zenbook Flip 14 OLED UP5401ZA-KU741WS Laptop,D,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14,Windows 11 OS,1
Asus,Vivobook 16X 2023 K3605ZU-MB741WS Laptop,D,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,Windows 11 OS,3
Asus,Vivobook 16 2023 X1605VA-MB957WS Laptop,D,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,1TB,SSD,Integrated Intel Iris Xe Graphics,16,Windows 11 OS,3
Asus,Vivobook 16X K3605VU-MB541WS Laptop,D,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,Windows 11 OS,3
Asus,Vivobook 16X K3605ZU-MBN742WS Laptop,D,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,Windows 11 OS,1
Asus,Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop,D,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD, Intel Iris Xe Graphics,14,Windows 11 OS,3
Asus,TUF Gaming F15 2023 FX507ZV-LP094W Gaming Laptop,D,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,1
Asus,Vivobook 16X 2023 K3605ZV-MBN741WS Laptop,D,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,NVIDIA Geforce RTX,16,Windows 11 OS,1
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,D,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,D,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,2
Asus,TUF A15 FA577RM-HQ032WS Laptop,D,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16GB,DDR,1TB,SSD,6GB NVIDIA GeForce RTX 3060,15.6,Windows 11  OS,1
Asus,ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop,D,6th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050 ,14,Windows 11 OS,1
Asus,TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop,D,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,3
Asus,TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop,D,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1
Asus,ZenBook Pro 15 UX580GE-E2032T Laptop,D,8th Gen Intel Core i9 8950HK,"Hexa Core, 12 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA Geforce GTX 1050Ti,15.6,Windows 10 OS,3
Asus,ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop,D,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16,Windows 11 OS,2
Asus,ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop,D,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16,Windows 11 OS,3
Asus,Vivobook Pro 15 OLED K6502VU-MA951WS Laptop,D,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,3
Asus,Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop,D,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16,Windows 11 OS,3
